,name,rating,review,ctype,hq,old,employees
9427,Zylog Systems,3.3,(40 Reviews),Public,"Chennai,Tamil Nadu + 2 more",27 years old,1k-5k employees (Global)
9428,Dasnac,4.1,(40 Reviews),New Delhi + 2 more,51-200 employees (Global),,
9429,Capital Aim,2.4,(40 Reviews),"Indore,Madhya Pradesh",11 years old,201-500 employees (Global),
9430,Yethi Consulting,3.8,(40 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",9 years old,201-500 employees (Global),
9431,Starsun Technology,4.6,(40 Reviews),Private,Pune,15 years old,51-200 employees (India)
9432,OKS Group,3.8,(40 Reviews),Private,Bala Cynwyd + 3 more,37 years old,1k-5k employees (Global)
9433,Lasons India,3.5,(40 Reviews),Private,"Mumbai,Maharashtra + 5 more",43 years old,51-200 employees (Global)
9434,Freshtrop Fruits,2.6,(40 Reviews),Public,"Ahmedabad,Gujarat + 4 more",30 years old,51-200 employees (Global)
9435,SCIO Health Analyt...,4.0,(40 Reviews),Private,"Hartford,Connecticut + 1 more",15 years old,201-500 employees (India)
9436,Futures First info...,3.4,(40 Reviews),Private,Gurgaon + 6 more,20 years old,501-1k employees (Global)
9437,Welspun Energy,4.6,(40 Reviews),Private,New Delhi + 10 more,13 years old,201-500 employees (Global)
9438,Santa Monica Study...,3.4,(40 Reviews),"Ernakulam,Kerala + 9 more",20 years old,201-500 employees (Global),
9439,Metropolitan Trans...,3.8,(40 Reviews),Private,Chennai + 8 more,50 years old,501-1k employees (Global)
9440,Bharti Hospital,3.9,(40 Reviews),Pune + 7 more,,,
9441,Unicorn DenMart,4.1,(40 Reviews),"Delhi/NCR,Delhi + 6 more",28 years old,201-500 employees (Global),
9442,Genus Innovation,3.4,(40 Reviews),Jaipur + 6 more,24 years old,501-1k employees (Global),
9443,Mitra Industries,3.9,(40 Reviews),Private,Faridabad + 5 more,27 years old,501-1k employees (Global)
9444,On Demand Agility ...,3.6,(40 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",16 years old,1k-5k employees (Global)
9445,Aga Khan Rural Sup...,3.9,(40 Reviews),Private,Ahmedabad + 8 more,40 years old,51-200 employees (Global)
9446,Bossard,3.2,(40 Reviews),Zug + 4 more,191 years old,1k-5k employees (Global),
9447,Ruban Memorial Hos...,4.1,(40 Reviews),Private,Patna,22 years old,501-1k employees (India)
9448,Njs Engineers Indi...,4.4,(40 Reviews),Private,Pune + 11 more,15 years old,
9449,Bss Microfinance,3.9,(40 Reviews),Bengaluru + 13 more,23 years old,501-1k employees (Global),
9450,Computronics Syste...,3.8,(40 Reviews),Private,Indore + 15 more,26 years old,501-1k employees (Global)
9451,Waaree Group,3.9,(40 Reviews),Mumbai + 11 more,33 years old,1k-5k employees (Global),
9452,Vijayasri Organics,4.0,(40 Reviews),Public,Hyderabad + 1 more,36 years old,501-1k employees (Global)
9453,Shiksha.com,3.6,(40 Reviews),Public,Noida + 10 more,14 years old,201-500 employees (Global)
9454,Quality Group,4.1,(40 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",9 years old,1k-5k employees (Global)
9455,Hotel Surya,3.4,(40 Reviews),Private,Varanasi + 10 more,40 years old,201-500 employees (Global)
9456,Dana Group,3.5,(40 Reviews),Private,Lagos + 7 more,47 years old,1k-5k employees (Global)
9457,Apeejay Surrendra ...,4.3,(40 Reviews),Private,Kolkata + 9 more,112 years old,10k-50k employees (India)
9458,Sephora,4.6,(40 Reviews),Paris + 11 more,52 years old,51-200 employees (India),
9459,Air India Express,3.5,(40 Reviews),Kochi + 6 more,17 years old,1k-5k employees (Global),
9460,Monarch Networth C...,4.2,(40 Reviews),Public,"Ahmedabad,Gujarat + 14 more",29 years old,501-1k employees (Global)
9461,Vbhc Value Homes,4.4,(40 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,201-500 employees (Global)
9462,Novotel Hyderabad ...,4.3,(40 Reviews),Hyderabad + 4 more,,,
9463,Metropolitan Trans...,3.8,(40 Reviews),Private,Chennai + 8 more,50 years old,501-1k employees (Global)
9464,Uber Projects,3.7,(40 Reviews),"Hyderabad/Secunderabad,Telangana + 16 more",13 years old,11-50 employees (Global),
9465,Vf Brands,4.0,(40 Reviews),Denver + 7 more,123 years old,10k-50k employees (Global),
9466,Bharti Hospital,3.9,(40 Reviews),Pune + 7 more,,,
9467,Genus Innovation,3.4,(40 Reviews),Jaipur + 6 more,24 years old,501-1k employees (Global),
9468,3Pillar Global,4.4,(40 Reviews),LLP,"Noida,Uttar Pradesh",16 years old,201-500 employees (India)
9469,Accurex Biomedical,4.4,(40 Reviews),Private,"Mumbai,Maharashtra + 15 more",38 years old,51-200 employees (Global)
9470,L&T MHPS Turbine G...,4.1,(40 Reviews),Private,Mumbai + 2 more,15 years old,501-1k employees (India)
9471,Goqii,3.2,(40 Reviews),Private,Mumbai + 7 more,8 years old,51-200 employees (India)
9472,Verticurl,4.3,(40 Reviews),Private,Singapore + 2 more,16 years old,501-1k employees (Global)
9473,Metro Services,3.7,(40 Reviews),Private,Pune,11 years old,51-200 employees (Global)
9474,Desiccant Rotors I...,3.6,(40 Reviews),Private,Gurgaon + 1 more,38 years old,201-500 employees (Global)
9475,Abengoa,4.5,(40 Reviews),Private,Seville + 7 more,81 years old,51-200 employees (India)
9476,People Prime World...,3.7,(40 Reviews),Hyderabad + 2 more,10 years old,201-500 employees (Global),
9477,Sabyasachi Couture,3.1,(40 Reviews),Private,"Kolkata,West Bengal",16 years old,501-1k employees (Global)
9478,Abaris Healthcare,3.8,(40 Reviews),Ahmedabad + 7 more,17 years old,11-50 employees (Global),
9479,Government of Tela...,4.3,(40 Reviews),Hyderabad + 8 more,8 years old,10k-50k employees (Global),
9480,People Prime World...,3.7,(40 Reviews),Hyderabad + 2 more,10 years old,201-500 employees (Global),
9481,Accurex Biomedical,4.4,(40 Reviews),Private,"Mumbai,Maharashtra + 15 more",38 years old,51-200 employees (Global)
9482,Cambridge Technolo...,3.9,(40 Reviews),"Atlanta,Georgia + 2 more",23 years old,201-500 employees (Global),
9483,Abaris Healthcare,3.8,(40 Reviews),Ahmedabad + 7 more,17 years old,11-50 employees (Global),
9484,Mayur Industries,4.1,(40 Reviews),Private,Gurgaon + 10 more,37 years old,
9485,MPPKVVCL,4.2,(40 Reviews),Private,Indore + 12 more,20 years old,10k-50k employees (Global)
9486,Addison,3.5,(40 Reviews),Private,New York + 6 more,60 years old,
9487,ACPL Systems,3.6,(40 Reviews),Private,Gurgaon + 10 more,32 years old,51-200 employees (India)
9488,Polestar Solutions...,3.6,(40 Reviews),Private,"Noida,Uttar Pradesh + 2 more",10 years old,201-500 employees (Global)
9489,Sabyasachi Couture,3.1,(40 Reviews),Private,"Kolkata,West Bengal",16 years old,501-1k employees (Global)
9490,Open Access Techno...,4.2,(40 Reviews),Private,"Minneapolis,Minnesota + 1 more",27 years old,1k-5k employees (Global)
9491,Aiocd Pharmasoftte...,3.8,(40 Reviews),Private,Chennai + 6 more,15 years old,51-200 employees (Global)
9492,Rmg Alloy Steel,3.5,(40 Reviews),Public,Mumbai + 4 more,26 years old,
9493,Auxein Medical,3.5,(40 Reviews),Sonipat + 3 more,13 years old,201-500 employees (Global),
9494,Hykon,3.3,(40 Reviews),"Thrissur/Trichur,Kerala + 6 more",31 years old,501-1k employees (Global),
9495,NIPA International,3.4,(40 Reviews),Gurugram,40 years old,,
9496,IRM Offshore & Mar...,3.9,(40 Reviews),Ahmedabad + 2 more,58 years old,51-200 employees (Global),
9497,Citymax Hotels (I),3.8,(40 Reviews),Private,Dubai + 11 more,12 years old,201-500 employees (Global)
9498,Astec LifeSciences,3.7,(40 Reviews),Public,"Mumbai,Maharashtra + 2 more",28 years old,
9499,Good Health Tpa Se...,4.0,(40 Reviews),Hyderabad + 6 more,19 years old,201-500 employees (Global),
9500,Rossell Techsys,4.5,(40 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",13 years old,201-500 employees (Global),
9501,Anant Raj,4.1,(40 Reviews),Public,"Delhi/NCR,New Delhi + 5 more",53 years old,
9502,Elgi Ultra Industr...,4.1,(40 Reviews),Public,Coimbatore + 7 more,39 years old,51-200 employees (India)
9503,Capricorn Food Pro...,3.2,(40 Reviews),Private,Chennai + 3 more,24 years old,11-50 employees (Global)
9504,L&T MHPS Turbine G...,4.1,(40 Reviews),Private,Mumbai + 2 more,15 years old,501-1k employees (India)
9505,Phoenix Group Indi...,3.9,(40 Reviews),Private,Hyderabad + 4 more,20 years old,51-200 employees (Global)
9506,Jindal Pipes,4.3,(40 Reviews),Gurugram + 6 more,52 years old,,
9507,ERD Infotech,3.7,(40 Reviews),Private,Noida + 1 more,25 years old,501-1k employees (Global)
9508,Rotomaker,3.9,(40 Reviews),Hyderabad + 2 more,8 years old,201-500 employees (Global),
9509,Pan Seeds,3.9,(40 Reviews),Private,Kolkata + 8 more,47 years old,51-200 employees (Global)
9510,Solas Marine Servi...,3.3,(40 Reviews),Private,Dubai + 6 more,34 years old,501-1k employees (Global)
9511,Ingenious e-Brain ...,3.3,(40 Reviews),Private,"Gurgaon/Gurugram,Haryana",10 years old,51-200 employees (Global)
9512,EIH,4.0,(40 Reviews),Public,"Delhi/NCR,New Delhi + 7 more",73 years old,
9513,Quality Care,4.4,(40 Reviews),Private,"Hyderabad,Telangana + 1 more",25 years old,
9514,Arihant Capital Ma...,3.5,(40 Reviews),Public,"Mumbai,Maharashtra + 9 more",30 years old,201-500 employees (Global)
9515,I.C.A.,4.0,(40 Reviews),Private,Kolkata + 16 more,23 years old,1k-5k employees (Global)
9516,Supreme Court of I...,4.5,(40 Reviews),Private,New Delhi + 2 more,72 years old,1k-5k employees (Global)
9517,Verticurl,4.3,(40 Reviews),Private,Singapore + 2 more,16 years old,501-1k employees (Global)
9518,Dey's Medical,3.9,(40 Reviews),Public,Kolkata + 11 more,36 years old,501-1k employees (India)
9519,Metro Services,3.7,(40 Reviews),Private,Pune,11 years old,51-200 employees (Global)
9520,Data Link Consulta...,4.0,(40 Reviews),Thane + 4 more,28 years old,1k-5k employees (Global),
9521,Dorma India (P),4.6,(40 Reviews),Private,Chennai + 13 more,114 years old,201-500 employees (Global)
9522,Dakshin Haryana Bi...,4.3,(40 Reviews),Private,Hisar + 9 more,23 years old,5k-10k employees (Global)
9523,Max Mobility,2.9,(40 Reviews),Private,"Kolkata,West Bengal + 1 more",18 years old,201-500 employees (Global)
9524,Everest Kanto Cyli...,3.8,(40 Reviews),Public,"Mumbai,Maharashtra + 5 more",44 years old,201-500 employees (Global)
9525,CHC Healthcare,3.5,(40 Reviews),New Delhi + 6 more,17 years old,201-500 employees (Global),
9526,MPOnline,3.9,(40 Reviews),Public,Bhopal + 3 more,16 years old,501-1k employees (Global)
9527,Desiccant Rotors I...,3.6,(40 Reviews),Private,Gurgaon + 1 more,38 years old,201-500 employees (Global)
9528,MITSUBISHI,4.4,(40 Reviews),Private,Tokyo + 14 more,52 years old,501-1k employees (India)
9529,Sara Technologies,4.0,(40 Reviews),Private,"Noida,Uttar Pradesh + 4 more",13 years old,11-50 employees (Global)
9530,Intelizign Enginee...,4.1,(40 Reviews),Private,"Chennai,Tamil Nadu + 2 more",16 years old,201-500 employees (Global)
9531,Auto Profiles,3.2,(40 Reviews),Public,Jamshedpur + 1 more,32 years old,501-1k employees (Global)
9532,Menon & Menon,3.9,(40 Reviews),Kolhapur,68 years old,1k-5k employees (Global),
9533,Air India Express,3.5,(40 Reviews),Kochi + 6 more,17 years old,1k-5k employees (Global),
9534,Monarch Networth C...,4.2,(40 Reviews),Public,"Ahmedabad,Gujarat + 14 more",29 years old,501-1k employees (Global)
9535,Kerry Ingredients,3.7,(40 Reviews),Bengaluru/Bangalore + 6 more,,,
9536,Anthelio Business ...,4.2,(40 Reviews),Bezons + 2 more,15 years old,1k-5k employees (Global),
9537,Vijayasri Organics,4.0,(40 Reviews),Public,Hyderabad + 1 more,36 years old,501-1k employees (Global)
9538,Quality Group,4.1,(40 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",9 years old,1k-5k employees (Global)
9539,Computronics Syste...,3.8,(40 Reviews),Private,Indore + 15 more,26 years old,501-1k employees (Global)
9540,Waaree Group,3.9,(40 Reviews),Mumbai + 11 more,33 years old,1k-5k employees (Global),
9541,Hotel Surya,3.4,(40 Reviews),Private,Varanasi + 10 more,40 years old,201-500 employees (Global)
9542,Dana Group,3.5,(40 Reviews),Private,Lagos + 7 more,47 years old,1k-5k employees (Global)
9543,Dynamic Staffing S...,4.6,(40 Reviews),Private,Dubai + 8 more,45 years old,501-1k employees (Global)
9544,Sephora,4.6,(40 Reviews),Paris + 11 more,52 years old,51-200 employees (India),
9545,Apeejay Surrendra ...,4.3,(40 Reviews),Private,Kolkata + 9 more,112 years old,10k-50k employees (India)
9546,Vbhc Value Homes,4.4,(40 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,201-500 employees (Global)
9547,Bss Microfinance,3.9,(40 Reviews),Bengaluru + 13 more,23 years old,501-1k employees (Global),
9548,Shiksha.com,3.6,(40 Reviews),Public,Noida + 10 more,14 years old,201-500 employees (Global)
9549,92.7 BIG FM,3.1,(40 Reviews),Private,Mumbai + 17 more,16 years old,
9550,Novotel Hyderabad ...,4.3,(40 Reviews),Hyderabad + 4 more,,,
9551,Vf Brands,4.0,(40 Reviews),Denver + 7 more,123 years old,10k-50k employees (Global),
9552,Uber Projects,3.7,(40 Reviews),"Hyderabad/Secunderabad,Telangana + 16 more",13 years old,11-50 employees (Global),
9553,Source Desk Global...,4.4,(40 Reviews),"Toronto,Ontario",12 years old,,
9554,Pathways Schools,4.3,(40 Reviews),Gurgaon/Gurugram + 1 more,,,
9555,Jaina India,3.7,(40 Reviews),"Delhi/NCR,Delhi + 2 more",8 years old,501-1k employees (Global),
9556,AMAZEMENT ONLINE S...,3.1,(40 Reviews),Noida + 14 more,,,
9557,USPL World,4.0,(40 Reviews),Bengaluru + 8 more,7 years old,501-1k employees (Global),
9558,Richter Themis Med...,3.5,(40 Reviews),Mumbai + 1 more,70 years old,501-1k employees (Global),
9559,ClassKlap,3.5,(40 Reviews),Bangalore + 11 more,13 years old,51-200 employees (India),
9560,D&H Sécheron Elect...,4.2,(40 Reviews),Mumbai + 9 more,56 years old,501-1k employees (Global),
9561,JSW Paints,3.3,(40 Reviews),Mumbai + 7 more,,,
9562,Azara Secondary Sc...,4.1,(40 Reviews),Sikar + 4 more,,,
9563,FliqaIndia,4.9,(40 Reviews),Private,"Kolkata,West Bengal + 2 more",3 years old,11-50 employees (India)
9564,Ujala Credit Co-Op...,4.2,(40 Reviews),Public,New Delhi + 17 more,10 years old,51-200 employees (India)
9565,Ultimate Kronos Gr...,4.2,(40 Reviews),1k-5k employees (India),,,
9566,MIPL,4.1,(40 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",19 years old,201-500 employees (Global)
9567,Chokhi Dhani Resor...,4.1,(40 Reviews),Private,Jaipur + 4 more,32 years old,501-1k employees (Global)
9568,Awign Enterprises,3.2,(40 Reviews),Bangalore + 10 more,6 years old,51-200 employees (India),
9569,OM SOFTWARE,4.3,(40 Reviews),Private,"Bhopal,Madhya Pradesh + 5 more",14 years old,201-500 employees (Global)
9570,Cedcoss Technologi...,3.5,(40 Reviews),Private,"Lucknow,Uttar Pradesh",12 years old,501-1k employees (India)
9571,Deshpande Foundati...,4.0,(40 Reviews),NGO/NPO,"Stoneham,Massachusetts + 5 more",26 years old,201-500 employees (India)
9572,Comodo Security So...,3.6,(40 Reviews),Private,"Clifton,New Jersey",19 years old,1k-5k employees (Global)
9573,Bright Power Proje...,4.1,(39 Reviews),Private,Mumbai + 11 more,28 years old,
9574,Compact Lamps,3.5,(39 Reviews),Private,Noida + 4 more,32 years old,501-1k employees (Global)
9575,Ram Kripal Singh C...,3.7,(39 Reviews),Ranchi + 5 more,,,
9576,Crystal Industrial...,3.7,(39 Reviews),Private,Navi Mumbai + 8 more,31 years old,51-200 employees (Global)
9577,Donaldson India Fi...,4.2,(39 Reviews),Gurgaon + 2 more,107 years old,51-200 employees (India),
9578,Kanchan Metals,4.2,(39 Reviews),Kolkata + 5 more,38 years old,51-200 employees (Global),
9579,Thiripura Chits,3.2,(39 Reviews),Private,Chennai + 8 more,19 years old,1k-5k employees (Global)
9580,Exemed Pharmaceuti...,3.8,(39 Reviews),Vadodara + 2 more,13 years old,,
9581,Sree Behariji Mill...,4.3,(39 Reviews),Private,Patna + 10 more,82 years old,11-50 employees (India)
9582,Jaquar Lighting,4.3,(39 Reviews),Private,Gurgaon + 19 more,62 years old,10k-50k employees (Global)
9583,Rizzani de Eccher,3.7,(39 Reviews),Udine + 4 more,191 years old,1k-5k employees (Global),
9584,Isosceles Sales An...,4.1,(39 Reviews),Private,Pune + 6 more,16 years old,
9585,KIMPLAS PIPING SYS...,3.5,(39 Reviews),Public,Nashik + 3 more,26 years old,501-1k employees (Global)
9586,BetterPlace Safety...,3.9,(39 Reviews),Bangalore + 8 more,7 years old,201-500 employees (India),
9587,Skims,4.3,(39 Reviews),Private,Srinagar + 1 more,40 years old,201-500 employees (India)
9588,SA Technologies,3.0,(39 Reviews),Private,San Jose,20 years old,501-1k employees (Global)
9589,As Enterprises,4.0,(39 Reviews),Private,New Delhi + 19 more,51 years old,11-50 employees (Global)
9590,"Zilla Parishad, Ja...",4.0,(39 Reviews),Jalgaon + 19 more,60 years old,,
9591,Neha Herbals,3.6,(39 Reviews),Private,New Delhi + 14 more,30 years old,501-1k employees (Global)
9592,Sembcorp  Gayathri...,4.6,(39 Reviews),Singapore + 1 more,24 years old,5k-10k employees (Global),
9593,"T.Sriram, Mehta & ...",4.4,(39 Reviews),Bengaluru + 5 more,50 years old,201-500 employees (Global),
9594,Bonatti,4.7,(39 Reviews),Private,Parma + 1 more,76 years old,10k-50k employees (Global)
9595,Sdl Multilingual S...,3.8,(39 Reviews),Private,Maidenhead + 1 more,30 years old,1k-5k employees (Global)
9596,Varaha Infra,3.9,(39 Reviews),Public,Jodhpur + 3 more,42 years old,51-200 employees (Global)
9597,Hager Electro,3.7,(39 Reviews),Pune + 9 more,25 years old,,
9598,Gulfspic,4.2,(39 Reviews),Private,Kuwait City + 3 more,25 years old,1k-5k employees (Global)
9599,Lumax Mannoh Allie...,4.0,(39 Reviews),Private,Gurugram + 3 more,9 years old,
9600,Simeio Solutions,4.1,(39 Reviews),Private,"Mumbai,Maharashtra + 1 more",13 years old,201-500 employees (India)
9601,Royal Care Super S...,4.2,(39 Reviews),Coimbatore,7 years old,1k-5k employees (Global),
9602,Nac Jewellers,4.3,(39 Reviews),Private,"Chennai,Tamil Nadu + 1 more",105 years old,501-1k employees (Global)
9603,Sentinels Security,4.4,(39 Reviews),Private,New Delhi + 7 more,40 years old,201-500 employees (Global)
9604,Aga Khan Foundatio...,4.4,(39 Reviews),NGO/NPO,Geneva + 13 more,55 years old,10k-50k employees (Global)
9605,Avadh Utopia,4.4,(39 Reviews),Public,Surat + 2 more,9 years old,501-1k employees (Global)
9606,Ggs Engineering Se...,3.3,(39 Reviews),Secunderabad + 1 more,9 years old,51-200 employees (Global),
9607,Ocean Life Spaces,3.0,(39 Reviews),Private,Chennai + 2 more,26 years old,201-500 employees (Global)
9608,Bharat Stars Servi...,3.2,(39 Reviews),Private,Noida + 8 more,15 years old,
9609,HYOSUNG T&D,2.7,(39 Reviews),Private,Seoul + 1 more,5k-10k employees (Global),
9610,Bodycare Internati...,4.1,(39 Reviews),Private,New Delhi + 9 more,30 years old,1k-5k employees (Global)
9611,Kored Infratech,4.4,(39 Reviews),Private,Hyderabad + 5 more,6 years old,
9612,Samrin Services,2.6,(39 Reviews),"Mumbai,Maharashtra + 1 more",13 years old,,
9613,Acclaris Business ...,4.1,(39 Reviews),Private,London + 2 more,194 years old,201-500 employees (Global)
9614,Kalisma Steel,3.0,(39 Reviews),Private,Mumbai + 4 more,11 years old,51-200 employees (Global)
9615,Ccs Technologies,3.9,(39 Reviews),Private,"Kochi/Cochin,Kerala + 5 more",42 years old,201-500 employees (Global)
